ax,ay,az,gx,gy,gz,mx,my,mz,gesture
-0.9814185500144958,0.096145860850811,0.05726876109838486,-0.04598928987979889,-0.003624461591243744,-0.040879812091588974,-32.31864929199219,8.165471076965332,-48.71770477294922,up
-1.0031400918960571,0.0939607247710228,0.04557131230831146,-0.023453019559383392,-0.0011152811348438263,-0.0007601454854011536,-32.21173095703125,8.261470794677734,-48.52350616455078,up
-0.9569818377494812,0.09881658107042313,0.020226839929819107,-0.005980236455798149,-0.033455878496170044,-0.011921517550945282,-31.857675552368164,8.495702743530273,-48.95417022705078,up
-0.9836400747299194,0.10027333348989487,0.05239482223987579,0.007633740082383156,-0.03379449620842934,-0.027637019753456116,-32.099605560302734,8.702865600585938,-48.7205696105957,up
-0.1086076870560646,-0.12230152636766434,0.9599218368530273,0.053802043199539185,-0.09222829341888428,-0.028346046805381775,-24.16118812561035,6.660031318664551,-22.985685348510742,down
-0.0893545001745224,-0.13870488107204437,0.972594141960144,0.04742567986249924,-0.16678486764431,-0.1438981145620346,-19.745925903320312,5.316134452819824,-10.009615898132324,down
-0.03554433211684227,-0.08225803077220917,0.9477370381355286,0.14699672162532806,-0.4288460612297058,-0.28836774826049805,-16.689952850341797,4.920496463775635,-2.393903970718384,down
0.03369998186826706,-0.09576668590307236,0.9662579894065857,-0.003581564873456955,-0.32163918018341064,0.08639809489250183,-13.924223899841309,4.753929615020752,1.8606276512145996,down
0.022789916023612022,-0.10662184655666351,0.9794176816940308,-0.04114977642893791,-0.4578621983528137,0.034169115126132965,-11.996953964233398,4.815927982330322,4.234358310699463,down
0.09334167838096619,-0.14304696023464203,1.0037872791290283,-0.05092362314462662,-0.5656799077987671,0.12640976905822754,-9.798553466796875,4.588924884796143,6.156132221221924,down
0.1704394668340683,-0.1051744893193245,0.9455438256263733,0.06880596280097961,-0.5400235652923584,0.08151116967201233,-7.140260696411133,4.408912181854248,7.589672088623047,down
0.2373545616865158,-0.1201304942369461,0.9513924717903137,0.09201884269714355,-0.35187703371047974,-0.029971739277243614,-4.866293430328369,4.087950706481934,8.334492683410645,down
0.23589986562728882,-0.169340580701828,0.9460311532020569,0.028794294223189354,-0.5015390515327454,-0.0049262624233961105,-2.6474289894104004,4.486810684204102,8.761961936950684,down
0.3193012475967407,-0.1271260380744934,0.9340900778770447,-0.027710741385817528,-0.15273496508598328,0.03539084270596504,-1.0185405015945435,4.620418071746826,9.8828706741333,down
0.3202710747718811,-0.1196480467915535,0.8994851112365723,0.026092760264873505,-0.3447054922580719,0.06178447604179382,0.7826147675514221,4.53965425491333,9.837660789489746,down
0.38403433561325073,-0.20190608501434326,0.9438378810882568,-0.044767607003450394,-0.29705798625946045,0.09049513936042786,2.1407346725463867,4.0791215896606445,10.065763473510742,down
0.4133703112602234,-0.15655560791492462,0.9053338170051575,0.04441871866583824,-0.26651471853256226,0.09416033327579498,3.72367787361145,4.077783107757568,9.9464693069458,down
0.4189465343952179,-0.15583191812038422,0.874384343624115,0.0667153000831604,-0.3144676387310028,0.0034468453377485275,5.53181266784668,4.266910552978516,10.512109756469727,down
0.45385873317718506,-0.16548097133636475,0.8626868724822998,0.10306178033351898,-0.40365397930145264,-0.03900828957557678,6.982790470123291,4.028998851776123,10.45128059387207,down
0.5360478758811951,-0.16427484154701233,0.8721910119056702,0.024565599858760834,-0.17671751976013184,-0.04358977824449539,8.216858863830566,3.9392740726470947,10.49376106262207,down
0.5185918211936951,-0.17947205901145935,0.8531826734542847,0.3095342516899109,-0.41862016916275024,-0.2610577940940857,9.701560974121094,4.005513668060303,10.255583763122559,down
0.5840522050857544,-0.07453880459070206,0.7993256449699402,0.08656841516494751,-0.27659401297569275,-0.07504934072494507,11.24650764465332,4.938663482666016,10.297788619995117,down
0.5799306035041809,-0.08684132248163223,0.783729076385498,0.0364774726331234,-0.2194780856370926,0.03154664859175682,12.449366569519043,5.365811824798584,10.250195503234863,down
0.6313291788101196,-0.13002075254917145,0.7847038507461548,0.07343481481075287,-0.4962000846862793,-0.29312822222709656,14.256705284118652,5.842099666595459,10.264394760131836,down
0.6361780762672424,-0.07453880459070206,0.7271914482116699,-0.03132857009768486,-0.3844117224216461,0.06544966995716095,16.268617630004883,6.207861423492432,9.20281982421875,down
0.7447938323020935,-0.06416608393192291,0.7152502536773682,0.0514436699450016,-0.28758957982063293,0.013220689259469509,18.135345458984375,6.577288627624512,9.09379768371582,down
0.7547340989112854,-0.08756499737501144,0.7359644770622253,0.030307965353131294,-0.07501927018165588,-0.11022911965847015,19.593721389770508,6.772556781768799,9.143606185913086,down
0.6458759307861328,-0.08973602950572968,0.6884436011314392,-0.011536304838955402,-0.33097177743911743,-0.12488989531993866,20.88280487060547,6.940207481384277,9.158007621765137,down
0.7537643909454346,-0.05717053636908531,0.6706537008285522,-0.041468702256679535,-0.18619674444198608,0.03943286091089249,22.57210350036621,6.93775749206543,8.394720077514648,down
0.7741298675537109,-0.053793374449014664,0.624595046043396,-0.01737663894891739,-0.21416504681110382,0.11776167154312134,23.5134220123291,6.86051607131958,7.799386501312256,down
0.7901312708854675,-0.06681957840919495,0.5909649133682251,-0.06074807047843933,-0.32412081956863403,0.028880778700113297,24.794599533081055,6.541543960571289,7.428555488586426,down
0.8100118041038513,-0.11096391826868057,0.621670663356781,-0.05972709506750107,-0.09404949843883514,0.13289953768253326,25.76641082763672,6.189309120178223,6.64136266708374,down
0.831104576587677,-0.0704379603266716,0.5451498627662659,0.060918793082237244,-0.2635646164417267,0.018362311646342278,26.880563735961914,5.923542022705078,6.254532337188721,down
0.8308621048927307,-0.08298170566558838,0.5193179845809937,-0.038652244955301285,-0.31609904766082764,0.11640618741512299,28.053382873535156,5.741048812866211,5.342581748962402,down
0.06400572508573532,0.005827021785080433,0.9781991243362427,-0.114278644323349,-0.021297913044691086,0.03547105938196182,10.113656997680664,5.842739105224609,6.604516983032227,left
0.09964527189731598,-0.0709204152226448,1.0006192922592163,-0.32288914918899536,0.06239062920212746,0.07334470748901367,0.47913411259651184,5.159511566162109,7.022104263305664,left
0.078310027718544,-0.12977953255176544,0.9728378057479858,-0.5241692662239075,0.055365677922964096,0.16680708527565002,-4.46988582611084,3.849369525909424,6.963261127471924,left
0.03976112976670265,-0.184055358171463,0.9277539253234863,-0.3876408636569977,0.02879304066300392,0.16222558915615082,-7.284834861755371,2.2761480808258057,6.2428693771362305,left
0.03854890167713165,-0.2318180948495865,0.9309219717979431,-0.4826304018497467,0.009245350956916809,0.1689451038837433,-8.545425415039062,0.2446950525045395,5.725736141204834,left
0.018183445557951927,-0.3012911379337311,0.9104514122009277,-0.3348010182380676,0.039177749305963516,0.08922719955444336,-9.734969139099121,-1.4525065422058105,5.24827766418457,left
0.015274092555046082,-0.3297557830810547,0.8678044676780701,-0.45514145493507385,0.05750370770692825,0.18085698783397675,-10.418485641479492,-3.069986343383789,4.666362762451172,left
-0.004936712794005871,-0.3874087929725647,0.8512331247329712,-0.49057164788246155,0.044370103627443314,0.1322931945323944,-11.62343978881836,-4.697408199310303,4.498409748077393,left
-0.012588618323206902,-0.48148688673973083,0.8446532487869263,-0.3775615692138672,-0.01702185347676277,0.022642889991402626,-11.786584854125977,-6.581512451171875,4.309813499450684,left
-0.013822796754539013,-0.48293423652648926,0.810535728931427,-0.40902113914489746,0.0449809692800045,0.10816402733325958,-12.282096862792969,-8.305339813232422,3.009096145629883,left
-0.004689877387136221,-0.5680869817733765,0.8078550696372986,-0.1997450888156891,-0.0014205090701580048,-0.03329303115606308,-13.00808048248291,-9.843175888061523,2.4998605251312256,left
-0.014316467568278313,-0.5702580213546753,0.7642332911491394,-0.208602637052536,-0.015470411628484726,0.017103349789977074,-12.949548721313477,-11.00912094116211,1.350322961807251,left
-0.009873425588011742,-0.5847315788269043,0.7500988841056824,-0.1769353300333023,0.0038751140236854553,0.013773787766695023,-13.041828155517578,-11.957042694091797,0.8183117508888245,left
-0.012835453264415264,-0.6069243550300598,0.7388888001441956,-0.2755783200263977,0.03541584685444832,0.028482826426625252,-13.17448902130127,-13.006129264831543,0.5748265981674194,left
-0.02739875763654709,-0.6281522512435913,0.6991662383079529,-0.10728360712528229,0.035421222448349,-0.010434187017381191,-13.183832168579102,-13.867294311523438,-0.36675429344177246,left
-0.032335471361875534,-0.6517923474311829,0.6996536254882812,-0.2619056701660156,0.04368345066905022,0.08063946664333344,-13.431251525878906,-14.667546272277832,-1.1590641736984253,left
-0.04368991032242775,-0.6809806823730469,0.6762587428092957,-0.24541230499744415,-0.018930237740278244,0.18021050095558167,-13.830917358398438,-15.234724998474121,-2.0664000511169434,left
-0.031348127871751785,-0.661923885345459,0.6289815306663513,-0.16074194014072418,0.03501772880554199,0.028054043650627136,-14.010290145874023,-16.09278106689453,-2.5589003562927246,left
-0.04912029579281807,-0.721989095211029,0.6160656809806824,-0.29204061627388,0.01847483217716217,0.11944590508937836,-14.623435020446777,-17.0781307220459,-4.050198078155518,left
-0.07158233970403671,-0.7603440284729004,0.5712254643440247,-0.18473030626773834,0.035581689327955246,0.006027364172041416,-15.21078109741211,-18.363391876220703,-5.376823902130127,left
-0.081455759704113,-0.764686107635498,0.5390574336051941,-0.05616889148950577,0.003520619124174118,-0.055713485926389694,-15.72551441192627,-19.762020111083984,-5.976034164428711,left
-0.07306335121393204,-0.7774710655212402,0.5232170820236206,-0.19453826546669006,0.060077324509620667,-0.01788611337542534,-15.784671783447266,-19.976348876953125,-6.868044376373291,left
-0.10811401903629303,-0.7880849838256836,0.4869063198566437,-0.19392739236354828,0.030450357124209404,0.12108573317527771,-16.157939910888672,-20.443754196166992,-7.918855667114258,left
-0.08836716413497925,-0.8486326932907104,0.4571753144264221,-0.2736453115940094,0.024341706186532974,0.06396983563899994,-16.42082405090332,-21.200639724731445,-9.708525657653809,left
-0.1145317405462265,-0.8471853733062744,0.40161243081092834,-0.14554284512996674,0.03859328478574753,0.05406015366315842,-17.074594497680664,-21.593008041381836,-11.497236251831055,left
-0.11872794479131699,-0.9251013398170471,0.3801670968532562,-0.2118755429983139,0.0012106113135814667,-0.01359956432133913,-17.599815368652344,-22.08686637878418,-13.358054161071777,left
-0.1434115171432495,-0.8594878911972046,0.28999924659729004,-0.19559167325496674,0.027991335839033127,0.13453282415866852,-18.04200553894043,-22.65621566772461,-14.225237846374512,left
-0.14044947922229767,-0.7991814017295837,0.2032431662082672,-0.5685248970985413,0.12450804561376572,0.15163704752922058,-18.556386947631836,-23.793426513671875,-15.518837928771973,left
-0.17920267581939697,-0.9381275177001953,0.23199941217899323,-0.7264335751533508,0.1410014033317566,0.27839159965515137,-18.938230514526367,-24.435150146484375,-17.665264129638672,left
-0.17525330185890198,-0.944399356842041,0.1844785213470459,-0.3944283127784729,0.049371618777513504,0.05145514756441116,-19.448259353637695,-24.77967071533203,-19.771841049194336,left
0.019880564883351326,-0.17078793048858643,1.0276695489883423,-0.18642869591712952,-0.05691893398761749,-0.055751703679561615,-15.873963356018066,-10.394608497619629,-6.707059860229492,right
0.015516539104282856,-0.036907561123371124,0.9362832903862,0.8707499504089355,-0.021389391273260117,-0.13619837164878845,-13.781814575195312,-3.0001914501190186,-0.5753756165504456,right
0.012364741414785385,0.031077450141310692,0.9803923964500427,0.40527066588401794,0.05405246466398239,0.023237455636262894,-12.780449867248535,2.5875816345214844,2.727687358856201,right
0.022789916023612022,0.11654043942689896,0.994283139705658,0.5866976380348206,0.024425501003861427,-0.06717060506343842,-12.157905578613281,6.307687282562256,4.022013187408447,right
0.02303236350417137,0.15053139626979828,0.9838041663169861,0.7012348175048828,0.05955025181174278,-0.10504424571990967,-12.259628295898438,8.610943794250488,4.467388153076172,right
0.023274807259440422,0.22021286189556122,0.9611403942108154,0.6731350421905518,-0.0223056860268116,0.01835053227841854,-12.600013732910156,11.747856140136719,4.415234565734863,right
-0.0024683563970029354,0.34233754873275757,0.9158127307891846,0.6157137155532837,-0.06079019978642464,0.030262405052781105,-12.699689865112305,15.042795181274414,4.330470085144043,right
0.011637403629720211,0.40400683879852295,0.9258043169975281,0.5702042579650879,-0.027498047798871994,0.007049525156617165,-12.677416801452637,17.780054092407227,3.6502676010131836,right
0.0041215806268155575,0.4797581434249878,0.8529389500617981,0.3521253764629364,-0.007644925266504288,-0.05984021723270416,-12.823162078857422,20.008195877075195,2.643362283706665,right
0.018183445557951927,0.457421213388443,0.8658549189567566,0.5610412955284119,0.1044488474726677,-0.025937199592590332,-12.600232124328613,21.894287109375,1.5229231119155884,right
0.029820848256349564,0.5569661855697632,0.8351490497589111,0.45994311571121216,0.053441599011421204,0.02354288659989834,-13.055663108825684,23.849294662475586,0.0724310576915741,right
-0.023449387401342392,0.6205778121948242,0.8041995763778687,0.609605073928833,-0.061401065438985825,0.03759278729557991,-13.237701416015625,25.72386932373047,-1.161736011505127,right
-0.11971529573202133,0.6317462921142578,0.6930738687515259,0.5976932048797607,-0.08583566546440125,-0.041514262557029724,-13.219064712524414,27.47417449951172,-2.8127129077911377,right
0.03442732244729996,0.7461016178131104,0.6884436011314392,0.5870030522346497,-0.09988556802272797,0.1539626121520996,-12.54963493347168,29.5802059173584,-5.012124061584473,right
0.010910065844655037,0.7822776436805725,0.6163093447685242,0.3173060715198517,0.017095118761062622,0.020183127373456955,-12.216200828552246,31.37883949279785,-6.641912460327148,right
0.010182728059589863,0.7895614504814148,0.6250824332237244,0.3374646306037903,0.07787621021270752,-0.03174041956663132,-11.954766273498535,32.824554443359375,-8.706316947937012,right
-0.0009873425588011742,0.9114433526992798,0.5695195198059082,0.6868795156478882,-0.22725097835063934,-0.12734082341194153,-11.826728820800781,34.239200592041016,-9.948290824890137,right
0.030305739492177963,0.890320360660553,0.5407633185386658,0.7699571847915649,-0.01161554828286171,-0.06564343720674515,-11.842093467712402,35.57417297363281,-12.161893844604492,right
0.015516539104282856,0.9415495991706848,0.4079485237598419,0.5485185384750366,-0.08736284077167511,0.08707287162542343,-11.76201343536377,36.39767837524414,-14.360552787780762,right
0.035639550536870956,0.9505329132080078,0.3760242462158203,0.5207241773605347,-0.13165056705474854,0.10692599415779114,-11.374155044555664,37.53097915649414,-16.022066116333008,right
0.09576613456010818,0.9602446556091309,0.36798223853111267,0.3585394620895386,-0.008866652846336365,-0.0729738250374794,-10.656417846679688,38.42420196533203,-18.234920501708984,right
0.037336669862270355,0.9733554124832153,0.2892681658267975,0.5399664044380188,-0.11363004148006439,-0.07114122807979584,-10.551557540893555,39.0051155090332,-19.53580665588379,right
0.0831589475274086,1.000548243522644,0.3265537917613983,0.2858465015888214,0.04763837903738022,0.04767206311225891,-10.427160263061523,39.806617736816406,-21.409656524658203,right
0.05842946469783783,1.082854986190796,0.23370526731014252,0.12188372015953064,-0.04054936394095421,0.05738132819533348,-10.331724166870117,39.841800689697266,-21.836944580078125,right
0.037094224244356155,0.9891369342803955,0.21591539680957794,0.032448165118694305,-0.0020301453769207,0.08314357697963715,-9.925392150878906,40.37992477416992,-22.948036193847656,right
0.013819416984915733,1.0143873691558838,0.2064112275838852,0.22848591208457947,-0.26955243945121765,-0.15249238908290863,-9.984761238098145,40.435916900634766,-23.366201400756836,right
0.05067119374871254,0.9553887844085693,0.22127674520015717,0.06398569792509079,0.019661594182252884,0.033553384244441986,-9.939477920532227,40.67230987548828,-23.464101791381836,right
0.09334167838096619,1.0000625848770142,0.2397977113723755,0.06976292282342911,-0.028610654175281525,-0.09467101097106934,-9.802882194519043,41.080177307128906,-23.422792434692383,right
0.030548185110092163,0.9913221001625061,0.24052879214286804,0.12094644457101822,0.029076827690005302,-0.0818352922797203,-9.727383613586426,40.79862976074219,-23.90505599975586,right
0.022547468543052673,0.9893797636032104,0.17668022215366364,0.08920103311538696,0.005238298326730728,0.047775253653526306,-9.872137069702148,41.079715728759766,-23.98003578186035,right
0.06933953613042831,0.06506841629743576,0.9840478897094727,-0.08618934452533722,0.20009925961494446,0.015151089057326317,-8.524903297424316,25.327699661254883,-8.512543678283691,up
0.11007044464349747,0.04904409870505333,0.9638210535049438,0.0040926882065832615,0.07804860919713974,0.02706153690814972,-7.89270544052124,16.989185333251953,-0.8151885867118835,up
0.08679564297199249,0.042245909571647644,0.9896529316902161,-0.14433422684669495,0.4648929834365845,0.01237458549439907,-8.190483093261719,12.162015914916992,2.747357130050659,up
0.02545681968331337,0.006798191927373409,0.9762495756149292,-0.09851932525634766,0.3369167149066925,-0.017557810992002487,-9.712199211120605,9.422098159790039,4.132152080535889,up
-0.0301139485090971,-0.007478002924472094,0.9738126397132874,-0.10829316824674606,0.34424710273742676,0.016039777547121048,-12.031729698181152,7.483900547027588,4.566468238830566,up
-0.07059499621391296,-0.0354602076113224,0.9862411618232727,-0.10279537737369537,0.3421090543270111,0.009320260025560856,-14.005319595336914,6.077451705932617,4.544836521148682,up
-0.13551276922225952,-0.07526247948408127,0.9974511861801147,-0.17976440489292145,0.5323935747146606,0.0844566822052002,-15.663138389587402,5.420433521270752,3.4397168159484863,up
-0.2211647480726242,-0.05982402339577675,0.955535352230072,-0.0001700194552540779,0.3714306056499481,0.09728485345840454,-17.601533889770508,4.802577972412109,2.7155869007110596,up
-0.23622171580791473,-0.06464854627847672,0.9611403942108154,0.11039659380912781,0.2162708044052124,0.03711462765932083,-19.324087142944336,4.524543285369873,2.2805609703063965,up
-0.31940531730651855,-0.08877112716436386,0.9560227394104004,-0.10905517637729645,0.31504833698272705,0.11354970932006836,-21.41277313232422,4.306415557861328,0.8935572504997253,up
-0.33742430806159973,-0.054758280515670776,0.8880313038825989,-0.05346643924713135,0.3025255799293518,-0.028781894594430923,-22.34486198425293,4.060419082641602,-1.261845350265503,up
-0.38531044125556946,-0.08322293311357498,0.8551322221755981,-0.15914613008499146,0.562754213809967,-0.1405702382326126,-24.215587615966797,3.76401424407959,-2.9469821453094482,up
-0.47960165143013,-0.1051744893193245,0.8553759455680847,0.06137622892856598,0.6052093505859375,-0.1408756673336029,-25.8802433013916,3.030365467071533,-5.406862258911133,up
-0.540570080280304,-0.13773998618125916,0.8015189170837402,-0.08828575909137726,0.2924463152885437,0.030472032725811005,-28.043254852294922,2.0375921726226807,-8.023810386657715,up
-0.5319308638572693,-0.11458230018615723,0.757653534412384,0.14750823378562927,0.24999119341373444,-0.048329584300518036,-29.47814178466797,2.058359384536743,-9.937498092651367,up
-0.6062283515930176,-0.16523973643779755,0.738401472568512,0.1707211136817932,0.13881370425224304,-0.1808873414993286,-30.48708724975586,1.2816784381866455,-11.326896667480469,up
-0.611905574798584,-0.12495500594377518,0.7832416892051697,-0.3381296396255493,0.714248776435852,0.2488563507795334,-31.2791690826416,0.6954661011695862,-13.18026351928711,up
-0.6333802938461304,-0.169581800699234,0.7349897027015686,0.20951104164123535,0.3938499689102173,-0.04619155451655388,-32.4962043762207,0.8503978848457336,-15.610158920288086,up
-0.7276715040206909,-0.11795946210622787,0.6163093447685242,0.18751990795135498,0.4250040650367737,-0.01503742765635252,-32.97664260864258,1.032128095626831,-18.334476470947266,up
-0.7052094340324402,-0.10975778102874756,0.6350739598274231,0.2715138792991638,0.6241461634635925,-0.14179196953773499,-33.95791244506836,1.0698013305664062,-20.956565856933594,up
-0.8022158741950989,-0.06295996159315109,0.46156182885169983,0.19973719120025635,0.2958061099052429,-0.06909900158643723,-34.318546295166016,0.7451196312904358,-23.68827247619629,up
-0.882931113243103,-0.058135438710451126,0.5322338938713074,-0.1618950068950653,0.7747244238853455,0.07720322161912918,-34.12263870239258,1.4529916048049927,-26.692852020263672,up
-0.8483741283416748,-0.0989026129245758,0.40283089876174927,0.17774605751037598,0.35597628355026245,-0.17019720375537872,-34.40205383300781,1.3535960912704468,-28.6500186920166,up
-0.9007033109664917,-0.13677509129047394,0.44084760546684265,-0.027504663914442062,0.29977673292160034,0.006648289039731026,-34.614013671875,1.0109013319015503,-30.66854476928711,up
-0.8999627828598022,-0.1478714793920517,0.461805522441864,0.7739505171775818,0.4237823486328125,0.2739018201828003,-35.09608459472656,0.6653371453285217,-32.73654556274414,up
-0.916253924369812,-0.01616213656961918,0.23126831650733948,0.057100169360637665,0.5187718868255615,-0.033668819814920425,-35.02994155883789,1.1634647846221924,-35.15675735473633,up
-0.9100830554962158,-0.0914246141910553,0.2424783706665039,0.17285913228988647,0.21547730267047882,-0.1311018317937851,-34.936866760253906,1.198448896408081,-37.1618537902832,up
-0.9915387630462646,-0.03256549686193466,0.2193271666765213,0.33076781034469604,-0.12569093704223633,-0.004347285255789757,-34.918495178222656,1.1218416690826416,-38.608760833740234,up
-0.9947476983070374,-0.09045971184968948,0.2705034911632538,0.05073511600494385,-0.06982490420341492,-0.02799786441028118,-34.981998443603516,0.7920719981193542,-39.6661491394043,up
-0.9782096743583679,-0.07453880459070206,0.16888192296028137,0.050783321261405945,0.0376545712351799,0.08628612011671066,-34.769371032714844,0.6181343793869019,-40.076698303222656,up
0.11928339302539825,0.11823998391628265,0.9611403942108154,0.19279785454273224,-0.23129700124263763,-0.10651375353336334,-20.865825653076172,5.590714454650879,-16.300485610961914,down
0.38548898696899414,0.19690477848052979,0.9121572971343994,-0.08086977899074554,-0.536729633808136,0.33483636379241943,-11.379922866821289,8.612669944763184,-3.55729341506958,down
0.2373545616865158,0.06336886435747147,0.9513924717903137,-0.06926333904266357,-0.3998957872390747,-0.14041677117347717,-6.021389484405518,9.863119125366211,3.2051496505737305,down
0.21068550646305084,0.11872556805610657,0.8909556865692139,0.3555934429168701,-0.49457991123199463,0.1088162437081337,-2.21720027923584,10.48172664642334,6.709737777709961,down
0.44610050320625305,0.1454327553510666,0.9594345092773438,0.36903250217437744,-0.6750906109809875,0.3772915005683899,1.3038212060928345,11.703073501586914,8.473937034606934,down
0.4846493899822235,0.1784525364637375,0.8356364965438843,0.07093023508787155,-0.24565233290195465,0.14119210839271545,5.245169162750244,13.110101699829102,8.90440845489502,down
0.46598106622695923,0.15732957422733307,0.842460036277771,0.43042445182800293,-0.32262134552001953,0.08987942337989807,7.600457668304443,14.033565521240234,8.866996765136719,down
0.5673234462738037,0.19690477848052979,0.8122416138648987,0.01992299035191536,-0.3647710680961609,-0.002055796794593334,9.693268775939941,15.071138381958008,8.521742820739746,down
0.5985989570617676,0.14276203513145447,0.8022500276565552,0.09078335762023926,-0.44784873723983765,0.008328912779688835,12.44946002960205,15.632525444030762,8.46822738647461,down
0.6318140029907227,0.19714757800102234,0.7410821318626404,0.10574955493211746,-0.403560996055603,-0.005720988847315311,14.247467994689941,16.199993133544922,8.208229064941406,down
0.683697521686554,0.2415786236524582,0.6755276918411255,-0.020699547603726387,-0.3849295973777771,0.16501584649085999,16.925020217895508,16.41413688659668,7.982539176940918,down
0.6713327765464783,0.14179085195064545,0.6711410880088806,-0.22839373350143433,-0.3809589743614197,0.22182631492614746,19.194211959838867,16.112226486206055,7.782812595367432,down
0.7717053294181824,0.08691974729299545,0.6721159219741821,-0.10163919627666473,-0.2932997941970825,0.02573857083916664,21.41969108581543,15.262626647949219,7.009488105773926,down
0.77655428647995,0.07890758663415909,0.5841413736343384,-0.19326898455619812,-0.6491288542747498,-0.4693676829338074,23.091588973999023,14.208152770996094,6.888776779174805,down
0.7906161546707153,0.13377870619297028,0.5626960396766663,-0.11538366228342056,-0.26092398166656494,0.11125970631837845,25.66167640686035,13.633284568786621,5.6511335372924805,down
0.8269830346107483,0.1179971918463707,0.5234608054161072,-0.0628492534160614,-0.2279372364282608,0.008023479953408241,27.285600662231445,12.85118293762207,5.016156196594238,down
